id,category_name,name,plural_name,priority,slug,image_name,age,search_index,search_query,recommended_quantity,updated_at,ECO MOM NAME,ECO LINK,UPSCALE NAME,UPSCALE LINK,COST CONSCIOUS NAME,COST CONSCIOUS LINK,EXTRA NAME,EXTRA LINK,TWINS NAME,TWINS LINK
242,Clothing,Sleepwear,Sleepwear,1,sleepwear,products/icons/sleepwear@2x.png,0-3 mo,All,Baby Sleepwear,4,2013-11-19 19:41:50 UTC,,,,,"Leveret ""Bumble Bee"" Pajama Set 100% Cotton",http://www.amazon.com/Leveret-Bumble-Pajama-Cotton-Months/dp/B007GB5W4U%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB007GB5W4U,,,,
247,Clothing,Infant Cap,Infant Caps,1,infant-cap,products/icons/infant_cap@2x.png,0-3 mo,All,,2,2013-11-19 19:41:38 UTC,,,,,,,,,,
232,Clothing,Bodysuit,Bodysuits,1,bodysuit,products/icons/bodysuit@2x.png,0-3 mo,All,baby bodysuit,5,2013-11-19 19:42:31 UTC,Under the Nile Longsleeve Bodysuit,http://www.amazon.com/Under-Nile-Babybody-12-5-16lbs-24-25-5/dp/B0038JJM86%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB0038JJM86,,,,,,,,
240,Clothing,Socks,Socks,1,socks,products/icons/socks@2x.png,0-3 mo,All,Baby Socks,5,2013-11-19 19:42:17 UTC,,,,,,,,,,
6,Expecting,Maternity Leggings,Maternity Leggings,2,maternity-leggings,products/icons/maternity_leggings@2x.png,0-3 mo,All,,1,2013-11-08 13:45:44 UTC,,,,,,,,,,
9,Expecting,Maternity Pillow,Maternity Pillows,2,maternity-pillow,products/icons/maternity_pillow@2x.png,0-3 mo,All,,1,2013-06-27 13:56:26 UTC,Organic Snoogle Total Body Pillow,http://www.amazon.com/Organic-Smart-Snoogle-Pillow-Natural/dp/B001J2RZ1K/ref=sr_1_1?ie=UTF8&qid=1386042422&sr=8-1&keywords=organic+pregnancy+pillow,,,,,,,,
7,Expecting,Maternity Dress,Maternity Dresses,2,maternity-dress,products/icons/maternity_dress@2x.png,0-3 mo,All,,1,2013-06-27 13:56:25 UTC,,,,,,,,,,
3,Expecting,Birthing Ball,Birthing Balls,2,birthing-ball,products/icons/birthing_ball@2x.png,0-3 mo,All,,1,2013-06-27 13:56:24 UTC,,,,,,,,,,
2,Expecting,Anti-Nausea Remedy,Anti-Nausea Remedies,2,anti-nausea-remedy,products/icons/anti_nausea_remedy@2x.png,0-3 mo,All,,1,2013-06-27 13:56:24 UTC,,,,,,,,,,
1,Expecting,Pregnancy Book,Pregnancy Books,2,pregnancy-book,products/icons/pregnancy_book@2x.png,0-3 mo,All,,1,2013-07-30 17:12:17 UTC,,,,,,,,,,
19,Nursing,Nursing Pads,Nursing Pads,2,nursing-pads,products/icons/nursing_pads@2x.png,0-3 mo,All,,1,2013-06-27 13:56:27 UTC,Bamboobies Washable Nursing Pads,http://www.amazon.com/Bamboobies-Variety-Super-soft-Washable-Nursing/dp/B004H60BZW/ref=sr_1_4?s=baby-products&ie=UTF8&qid=1386041844&sr=1-4&keywords=washable+nursing+pads,,,Johnson's Nursing Pads,http://www.amazon.com/Johnsons-Nursing-Pads-60-ct/dp/B000GCJO1I/ref=sr_1_1?s=baby-products&ie=UTF8&qid=1386045528&sr=1-1&keywords=johnson%27s+nursing+pads,,,,
20,Nursing,Breast/Nipple Care,Breast/Nipple Care,2,breast-nipple-care,products/icons/breast_care@2x.png,0-3 mo,All,,1,2013-06-27 13:56:27 UTC,Motherlove Nipple Cream,http://www.amazon.com/Motherlove-10011-Herbal-Nipple-Cream/dp/B0007CQ726/ref=sr_1_2?ie=UTF8&qid=1386040238&sr=8-2&keywords=motherlove,,,,,,,,
22,Nursing,Nursing Bra,Nursing Bras,2,nursing-bra,products/icons/nursing_bra@2x.png,0-3 mo,All,,1,2013-06-27 13:56:27 UTC,,,Bravado Women's Body Silk Seamless Nursing Bra,http://www.amazon.com/Bravado-Seamless-Nursing-Small-Black/dp/B00B5WR1D6%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00B5WR1D6,,,,,,
15,Nursing,Milk Storage,Milk Storage,2,milk-storage,products/icons/milk_storage@2x.png,0-3 mo,All,,1,2013-06-27 13:56:26 UTC,,,,,,,,,,
24,Nursing,Nursing Stool,Nursing Stools,2,nursing-stool,products/icons/nursing_stool@2x.png,0-3 mo,All,,1,2013-06-27 13:56:27 UTC,,,,,,,,,,
16,Nursing,Breast Pump,Breast Pumps,2,breast-pump,products/icons/breast_pump@2x.png,0-3 mo,All,,1,2013-06-27 13:56:27 UTC,,,,,,,,,,
23,Nursing,Nursing Top,Nursing Tops,2,nursing-top,products/icons/nursing_top@2x.png,0-3 mo,All,,2,2013-11-19 19:45:46 UTC,,,,,,,,,,
70,Playing,Stuffed Animal,Stuffed Animals,2,stuffed-animal,products/icons/stuffed_animal@2x.png,4-6 mo,All,,1,2013-06-27 13:56:35 UTC,,,,,,,,,,
74,Playing,Tricycle,Tricycles,2,tricycle,products/icons/tricycle@2x.png,19-24 mo,All,,1,2013-06-27 13:56:35 UTC,,,,,,,,,,
75,Playing,Tummy Time Mat,Tummy Time Mats,2,tummy-time-mat,products/icons/tummy_time_mat@2x.png,0-3 mo,All,,1,2013-06-27 13:56:35 UTC,,,,,,,,,,
76,Playing,Wagon,Wagons,2,wagon,products/icons/wagon@2x.png,13-18 mo,All,,1,2013-06-27 13:56:36 UTC,,,,,,,,,,
78,Playing,Water Table,Water Tables,2,water-table,products/icons/water_table@2x.png,13-18 mo,All,,1,2013-06-27 13:56:36 UTC,,,,,,,,,,
38,Playing,Building Set,Building Sets,2,building-set,products/icons/building_set@2x.png,2y,All,,1,2013-06-27 13:56:30 UTC,,,,,,,,,,
41,Playing,Colored Pencils,Colored Pencils,2,colored-pencils,products/icons/colored_pencils@2x.png,2y,All,,1,2013-06-27 13:56:30 UTC,,,,,,,,,,
42,Playing,Coloring or Activity Book,Coloring or Activity Books,2,coloring-or-activity-book,products/icons/coloring_book@2x.png,2y,All,,1,2013-06-27 13:56:30 UTC,,,,,,,,,,
47,Playing,Doll,Dolls,2,doll,products/icons/doll@2x.png,7-12 mo,All,,1,2013-06-27 13:56:31 UTC,,,,,,,,,,
50,Playing,Exersauser,Exersausers,2,exersauser,products/icons/exersaucer@2x.png,7-12 mo,All,,1,2013-06-27 13:56:31 UTC,,,,,,,,,,
51,Playing,Game,Games,2,game,products/icons/game@2x.png,2y,All,,1,2013-06-27 13:56:31 UTC,,,,,,,,,,
59,Playing,Playhouse,Playhouses,2,playhouse,products/icons/playhouse@2x.png,13-18 mo,All,,1,2013-06-27 13:56:33 UTC,,,,,,,,,,
62,Playing,Puzzle,Puzzles,2,puzzle,products/icons/puzzle@2x.png,13-18 mo,All,,1,2013-06-27 13:56:33 UTC,,,,,,,,,,
63,Playing,Ride-On Toy,Ride-On Toys,2,ride-on-toy,products/icons/ride_on_toy@2x.png,13-18 mo,All,,1,2013-06-27 13:56:33 UTC,,,,,,,,,,
67,Playing,Sidewalk Chalk,Sidewalk Chalk,2,sidewalk-chalk,products/icons/sidewalk_chalk@2x.png,13-18 mo,All,,1,2013-06-27 13:56:34 UTC,,,,,,,,,,
28,Playing,Activity Gym,Activity Gyms,2,activity-gym,products/icons/activity_gym@2x.png,4-6 mo,All,,1,2013-06-27 13:56:28 UTC,Multifunction Eco-friendly Baby Play Mat,http://www.amazon.com/Lovely-Multifunction-Eco-friendly-Playmat-Activity/dp/B00E5W15H6/ref=sr_1_1?s=baby-products&ie=UTF8&qid=1386040948&sr=1-1&keywords=eco+activity+gym,,,Fisher-Price Rainforest Melodies and Lights Deluxe Gym,http://www.amazon.com/Fisher-Price-Rainforest-Melodies-Lights-Deluxe/dp/B000FFL58Q%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000FFL58Q,,,,
29,Playing,Animals,Animals,2,animals,products/icons/animals@2x.png,7-12 mo,All,,1,2013-06-27 13:56:28 UTC,,,,,,,,,,
36,Playing,Bicycle,Bicycles,2,bicycle,products/icons/bicycle@2x.png,5y+,All,Kids Bicycle,1,2013-07-30 17:12:14 UTC,,,,,,,,,,
39,Playing,Car or Truck,Cars or Trucks,2,car-or-truck,products/icons/car_or_truck@2x.png,13-18 mo,All,Toy Car,1,2013-07-30 17:12:14 UTC,,,,,,,,,,
55,Playing,Helmet,Helmets,2,helmet,products/icons/helmet@2x.png,3y,All,Baby Helmet,1,2013-07-30 17:12:14 UTC,,,Nutcase Little Nutty Bike Street Helmet,http://www.amazon.com/Nutcase-Little-Nutty-Helmet-X-Small/dp/B004XYIQ8M%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB004XYIQ8M,,,,,,
58,Playing,Music,Music,2,music,products/icons/music@2x.png,0-3 mo,All,Baby Music,1,2013-07-30 17:12:14 UTC,,,,,,,,,,
72,Playing,Train,Trains,2,train,products/icons/train@2x.png,13-18 mo,All,Toy Train,1,2013-07-30 17:12:15 UTC,,,,,,,,,,
73,Playing,Train Set,Train Sets,2,train-set,products/icons/train_set@2x.png,13-18 mo,All,Kids Train Set,1,2013-07-30 17:12:15 UTC,,,,,,,,,,
32,Playing,Balance Bike,Balance Bikes,2,balance-bike,products/icons/balance_bike@2x.png,3y,All,,1,2013-06-27 13:56:28 UTC,,,,,,,,,,
111,Sleeping,Bouncy Chair,Bouncy Chairs,2,bouncy-chair,products/icons/bouncy_chair@2x.png,0-3 mo,All,,1,2013-06-27 13:56:40 UTC,,,BABYBJORN BabySitter Balance,http://www.amazon.com/BABYBJORN-BabySitter-Balance-Brown-Beige/dp/B001HOIC8K%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB001HOIC8K,,,,,,
110,Sleeping,Swing,Swings,2,swing,products/icons/baby_swing@2x.png,0-3 mo,All,Baby Swing,1,2013-07-30 17:12:16 UTC,,,,,Fisher-Price Cradle 'N Swing,http://www.amazon.com/Fisher-Price-Cradle-Swing-Little-Snugabunny/dp/B0042D69WY%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB0042D69WY,,,,
94,Sleeping,Mobile,Mobiles,2,mobile,products/icons/mobile@2x.png,0-3 mo,All,,1,2013-07-30 17:12:16 UTC,,,,,,,,,,
109,Sleeping,Rocking Chair or Glider,Rocking Chairs or Gliders,2,rocking-chair-or-glider,products/icons/glider@2x.png,0-3 mo,All,,1,2013-06-27 13:56:40 UTC,,,,,,,,,,
90,Sleeping,Toddler Bed Sheets,Toddler Bed Sheets,2,toddler-bed-sheets,products/icons/toddler_bed_sheets@2x.png,2y,All,,1,2013-06-27 13:56:38 UTC,,,,,,,,,,
89,Sleeping,Toddler Bed,Toddler Beds,2,toddler-bed,products/icons/toddler_bed@2x.png,2y,All,,1,2013-06-27 13:56:38 UTC,,,,,,,,,,
87,Sleeping,Crib Sheets,Crib Sheets,2,crib-sheets,products/icons/crib_sheets@2x.png,4-6 mo,All,,2,2013-11-19 19:46:56 UTC,,,,,,,,,,
102,Sleeping,Swaddle Sack,Swaddle Sacks,2,swaddle-sack,products/icons/swaddle_sack@2x.png,0-3 mo,All,,1,2013-06-27 13:56:39 UTC,Kiddopotamus SwaddleMe Organic 100% Cotton,http://www.amazon.com/Kiddopotamus-SwaddleMe-Organic-Cotton-Natural/dp/B0013RRNLI%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB0013RRNLI,,,Summer Infant Swaddle Me,http://www.amazon.com/Summer-Infant-SwaddleMe-Sage-Large/dp/B00AF7BINQ%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00AF7BINQ,,,,
80,Sleeping,Night Light,Night Lights,2,night-light,products/icons/night_light@2x.png,0-3 mo,All,,1,2013-07-30 17:12:15 UTC,,,,,,,,,,
79,Sleeping,Monitor,Monitors,2,monitor,products/icons/baby_monitor@2x.png,0-3 mo,All,Baby Monitors,1,2013-07-30 17:12:15 UTC,,,Dropcam Pro Wi-Fi Wireless Video Monitoring Camera,http://www.amazon.com/Dropcam-Wi-Fi-Wireless-Monitoring-Camera/dp/B00F9FCW7K%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00F9FCW7K,,,Aden + Anais Muslin Swaddle Blankets,http://www.amazon.com/aden-anais-Swaddle-Blanket-Friends/dp/B002USE0Q0%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB002USE0Q0,,
108,Sleeping,Pacifier,Pacifers,2,pacifier,products/icons/pacifier@2x.png,0-3 mo,All,,5,2013-11-19 19:47:10 UTC,"Natursutten Natural Rubber Pacifier, Rounded",http://www.amazon.com/Natursutten-BPA-Free-Natural-Pacifier-Rounded/dp/B002BY2LF0%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB002BY2LF0,MAM Start Orthodontic Pacifier,http://www.amazon.com/MAM-Orthodontic-Silicone-Pacifier-Colors/dp/B0037UZUR8%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB0037UZUR8,,,,,,
85,Sleeping,Co-Sleeper Sheets,Co-Sleeper Sheets,2,co-sleeper-sheets,products/icons/cosleeper_sheets@2x.png,0-3 mo,All,,2,2013-11-19 19:46:46 UTC,,,,,,,,,,
86,Sleeping,Bassinet Sheets,Bassinet Sheets,2,bassinet-sheets,products/icons/bassinet_sheets@2x.png,0-3 mo,All,,2,2013-11-19 19:46:38 UTC,,,,,,,,,,
84,Sleeping,Co-Sleeper,Co-Sleepers,2,co-sleeper,products/icons/cosleeper@2x.png,0-3 mo,All,,1,2013-06-27 13:56:37 UTC,,,,,,,,,,
83,Sleeping,Bassinet/Cradle,Bassinets/Cradles,2,bassinet-cradle,products/icons/bassinet@2x.png,0-3 mo,All,,1,2013-06-27 13:56:37 UTC,,,,,,,,,,
81,Sleeping,White Noise Machine,White Noise Machines,2,white-noise-machine,products/icons/white_noise_machine@2x.png,0-3 mo,All,,1,2013-06-27 13:56:37 UTC,,,,,HoMedics Sound Spa Relaxation Machine,http://www.amazon.com/HoMedics-SS-2000F-Relaxation-Machine-Nature/dp/B00A2JBMRE%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00A2JBMRE,"Graco Sweet Slumber Sound Machine, White",http://www.amazon.com/Graco-Sweet-Slumber-Sound-Machine/dp/B001GQ2P78%3FSubscriptionId%3DAKIAIXAEIBVZBZEU56MQ%26tag%3Dmamajamas-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB001GQ2P78,,
82,Sleeping,Crib,Cribs,2,crib,products/icons/crib@2x.png,4-6 mo,All,,1,2013-06-27 13:56:37 UTC,,,Oeuf Sparrow Crib,http://www.amazon.com/Oeuf-5SPCR01-Sparrow-Crib-White/dp/B0011WX86E/ref=pd_sim_sbs_ba_2,,,,,,
105,Sleeping,Crib Mattress,Crib Mattresses,2,crib-mattress,products/icons/mattress@2x.png,0-3 mo,All,,1,2013-06-27 13:56:40 UTC,,,,,,,,,,
106,Sleeping,Toddler Bed Mattress,Toddler Bed Mattresses,2,toddler-bed-mattress,products/icons/mattress@2x.png,2y,All,,1,2013-06-27 13:56:40 UTC,,,,,,,,,,
107,Sleeping,Futon,Futons,2,futon,products/icons/futon@2x.png,19-24 mo,All,,1,2013-06-27 13:56:40 UTC,,,,,,,,,,
115,Reading,Parenting Book,Parenting Books,2,parenting-book,products/icons/parenting_book@2x.png,0-3 mo,All,,1,2013-06-27 13:56:41 UTC,,,,,,,,,,
114,Reading,Bath Book,Bath Books,2,bath-book,products/icons/bath_book@2x.png,7-12 mo,All,,1,2013-07-30 17:12:12 UTC,,,,,,,,,,
128,Staying Healthy,Stove Knob Covers,Stove Knob Covers,2,stove-knob-covers,products/icons/stove_knob_cover@2x.png,7-12 mo,All,,1,2013-06-27 13:56:43 UTC,,,,,,,,,,
120,Staying Healthy,Humidifier,Humidifiers,2,humidifier,products/icons/humidifier@2x.png,0-3 mo,All,Baby Humidifier,1,2013-07-30 17:12:12 UTC,,,,,,,,,,
117,Staying Healthy,Outlet Cover,Outlet Covers,2,outlet-cover,products/icons/outlet_cover@2x.png,7-12 mo,All,,1,2013-06-27 13:56:41 UTC,,,,,,,,,,
118,Staying Healthy,Baby Pain Reliever,Baby Pain Relievers,2,baby-pain-reliever,products/icons/baby_pain_reliever@2x.png,4-6 mo,All,,1,2013-06-27 13:56:41 UTC,,,,,,,,,,
119,Staying Healthy,Gate,Gates,2,gate,products/icons/baby_gate@2x.png,7-12 mo,All,,1,2013-06-27 13:56:41 UTC,,,,,,,,,,
131,Staying Healthy,Window Safety Supplies,Window Safety Supplies,2,window-safety-supplies,products/icons/window_safety_supplies@2x.png,7-12 mo,All,,1,2013-06-27 13:56:44 UTC,,,,,,,,,,
133,Staying Healthy,Teether,Teethers,2,teether,products/icons/teether@2x.png,4-6 mo,All,,1,2013-06-27 13:56:44 UTC,,,,,,,,,,
123,Staying Healthy,Toothpaste,Toothpastes,2,toothpaste,products/icons/toothpaste@2x.png,13-18 mo,All,Baby Toothpaste,1,2013-07-30 17:12:13 UTC,,,,,,,,,,
125,Staying Healthy,Door/Drawer Latches,Door/Drawer Latches,2,door-drawer-latches,products/icons/drawer_latches@2x.png,7-12 mo,All,Baby Drawer Lock,1,2013-07-30 17:12:13 UTC,,,,,,,,,,
127,Staying Healthy,Corner/Edge Guards,Corner/Edge Guards,2,corner-edge-guards,products/icons/corner_guard@2x.png,7-12 mo,All,,1,2013-06-27 13:56:43 UTC,,,,,,,,,,
136,Potty Training,Potty Seat,Potty Seats,2,potty-seat,products/icons/potty_seat@2x.png,19-24 mo,All,,1,2013-06-27 13:56:44 UTC,,,,,,,,,,
137,Potty Training,Potty Training Book,Potty Training Books,2,potty-training-book,products/icons/potty_book@2x.png,19-24 mo,All,,1,2013-06-27 13:56:45 UTC,,,,,,,,,,
139,Potty Training,Training Pants,Training Pants,2,training-pants,products/icons/training_pants@2x.png,19-24 mo,All,,4,2013-11-19 19:46:08 UTC,,,,,,,,,,
138,Potty Training,Step Stool,Step Stools,2,step-stool,products/icons/step_stool@2x.png,19-24 mo,All,,1,2013-06-27 13:56:45 UTC,,,,,,,,,,
